

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Sweden",210,"Total water withdrawal",4253,2002,2.676,"E","",""
"Sweden",210,"Total water withdrawal",4253,2007,2.63,"E","",""
"Sweden",210,"Total water withdrawal",4253,2010,2.689,"E","",""
"Switzerland",211,"Total water withdrawal",4253,1975,2.598,"E","",""
"Switzerland",211,"Total water withdrawal",4253,1980,2.589,"E","",""
"Switzerland",211,"Total water withdrawal",4253,1985,2.646,"E","",""
"Switzerland",211,"Total water withdrawal",4253,1992,2.695,"E","",""
"Switzerland",211,"Total water withdrawal",4253,1997,2.559,"E","",""
"Switzerland",211,"Total water withdrawal",4253,2002,2.518,"E","",""
"Switzerland",211,"Total water withdrawal",4253,2012,2.005,"E","",""
"Syrian Arab Republic",212,"Total water withdrawal",4253,1975,3.34,"","",""
"Syrian Arab Republic",212,"Total water withdrawal",4253,1997,14.43,"","",""
"Syrian Arab Republic",212,"Total water withdrawal",4253,2002,16.36,"","",""
"Syrian Arab Republic",212,"Total water withdrawal",4253,2005,16.76,"I","",""
"Tajikistan",208,"Total water withdrawal",4253,1994,11.87,"","",""
"Tajikistan",208,"Total water withdrawal",4253,2000,11.96,"L","",""
"Tajikistan",208,"Total water withdrawal",4253,2006,11.49,"","",""
"Thailand",216,"Total water withdrawal",4253,2007,57.31,"","",""
"The former Yugoslav Republic of Macedonia",154,"Total water withdrawal",4253,1996,1.555,"","",""
"The former Yugoslav Republic of Macedonia",154,"Total water withdrawal",4253,2002,0.6332,"E","",""
"The former Yugoslav Republic of Macedonia",154,"Total water withdrawal",4253,2007,0.5512,"E","",""
"Timor-Leste",176,"Total water withdrawal",4253,2004,1.172,"","",""
"Togo",217,"Total water withdrawal",4253,1987,0.091,"","",""
"Togo",217,"Total water withdrawal",4253,2002,0.169,"","",""
"Trinidad and Tobago",220,"Total water withdrawal",4253,1997,0.297,"","",""
"Trinidad and Tobago",220,"Total water withdrawal",4253,2000,0.314,"","",""
"Trinidad and Tobago",220,"Total water withdrawal",4253,2005,0.345,"I","",""
"Trinidad and Tobago",220,"Total water withdrawal",4253,2011,0.3832,"I","",""
"Tunisia",222,"Total water withdrawal",4253,1975,1.07,"","",""
"Tunisia",222,"Total water withdrawal",4253,1980,1.9,"","",""
"Tunisia",222,"Total water withdrawal",4253,1985,2.3,"","",""
"Tunisia",222,"Total water withdrawal",4253,1990,3.075,"","",""
"Tunisia",222,"Total water withdrawal",4253,1995,2.857,"I","",""
"Tunisia",222,"Total water withdrawal",4253,2001,2.85,"I","",""
"Tunisia",222,"Total water withdrawal",4253,2011,3.305,"I","",""
"Turkey",223,"Total water withdrawal",4253,1992,31.6,"","",""
"Turkey",223,"Total water withdrawal",4253,2000,42.0,"","",""
"Turkey",223,"Total water withdrawal",4253,2003,40.1,"","",""
"Turkey",223,"Total water withdrawal",4253,2008,42.01,"E","",""
"Turkmenistan",213,"Total water withdrawal",4253,1994,23.78,"","",""
"Turkmenistan",213,"Total water withdrawal",4253,2000,24.91,"L","",""
"Turkmenistan",213,"Total water withdrawal",4253,2004,27.95,"","",""
"Uganda",226,"Total water withdrawal",4253,1970,0.2,"","",""
"Uganda",226,"Total water withdrawal",4253,2002,0.3174,"I","",""
"Uganda",226,"Total water withdrawal",4253,2008,0.637,"","",""
"Ukraine",230,"Total water withdrawal",4253,1992,26.0,"","",""
"Ukraine",230,"Total water withdrawal",4253,2000,18.28,"","",""
"Ukraine",230,"Total water withdrawal",4253,2005,15.08,"","",""
"Ukraine",230,"Total water withdrawal",4253,2010,14.85,"","",""
"United Arab Emirates",225,"Total water withdrawal",4253,1980,0.9,"","",""
"United Arab Emirates",225,"Total water withdrawal",4253,1995,2.108,"","",""
"United Arab Emirates",225,"Total water withdrawal",4253,2000,2.904,"I","",""
"United Arab Emirates",225,"Total water withdrawal",4253,2005,3.998,"I","",""
"United Kingdom",229,"Total water withdrawal",4253,1980,13.51,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,1985,11.53,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,1990,12.05,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,1995,12.12,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,2002,15.81,"K","",""
"United Kingdom",229,"Total water withdrawal",4253,2007,8.513,"E","",""
"United Kingdom",229,"Total water withdrawal",4253,2012,8.214,"E","",""
"United Republic of Tanzania",215,"Total water withdrawal",4253,2002,5.184,"K","",""
"United States of America",231,"Total water withdrawal",4253,1980,517.7,"E","",""
"United States of America",231,"Total water withdrawal",4253,1990,559.3,"","[303,304]",""
"United States of America",231,"Total water withdrawal",4253,2000,559.3,"","[305,306]",""
"United States of America",231,"Total water withdrawal",4253,2005,562.4,"","[307,308]",""
"United States of America",231,"Total water withdrawal",4253,2010,485.6,"","[309,310]",""
"Uruguay",234,"Total water withdrawal",4253,1965,0.65,"","",""
"Uruguay",234,"Total water withdrawal",4253,2000,3.66,"","",""
"Uzbekistan",235,"Total water withdrawal",4253,1994,58.05,"","",""
"Uzbekistan",235,"Total water withdrawal",4253,2001,60.58,"","",""
"Uzbekistan",235,"Total water withdrawal",4253,2005,56.0,"","",""
"Venezuela (Bolivarian Republic of)",236,"Total water withdrawal",4253,1970,4.1,"","",""
"Venezuela (Bolivarian Republic of)",236,"Total water withdrawal",4253,2000,9.064,"L","",""
"Venezuela (Bolivarian Republic of)",236,"Total water withdrawal",4253,2007,22.63,"I","",""
"Viet Nam",237,"Total water withdrawal",4253,1980,37.86,"","",""
"Viet Nam",237,"Total water withdrawal",4253,1985,45.27,"","",""
"Viet Nam",237,"Total water withdrawal",4253,2005,82.03,"","",""
"Yemen",249,"Total water withdrawal",4253,1990,2.932,"","",""
"Yemen",249,"Total water withdrawal",4253,2000,3.4,"","",""
"Yemen",249,"Total water withdrawal",4253,2005,3.565,"","",""
"Zambia",251,"Total water withdrawal",4253,1992,1.747,"","",""
"Zambia",251,"Total water withdrawal",4253,1994,1.706,"","",""
"Zambia",251,"Total water withdrawal",4253,2002,1.572,"L","",""
"Zimbabwe",181,"Total water withdrawal",4253,1987,1.22,"","",""
"Zimbabwe",181,"Total water withdrawal",4253,2002,4.205,"","",""
"Zimbabwe",181,"Total water withdrawal",4253,2007,3.57,"","[311]",""
"Albania",3,"Irrigation water withdrawal",4475,2006,0.5176,"L","",""
"Algeria",4,"Irrigation water withdrawal",4475,2001,3.502,"L","",""
"Angola",7,"Irrigation water withdrawal",4475,2005,0.1467,"L","",""
"Antigua and Barbuda",8,"Irrigation water withdrawal",4475,1997,0.0013,"L","",""
"Antigua and Barbuda",8,"Irrigation water withdrawal",4475,2005,0.0013,"L","[312]",""
"Australia",10,"Irrigation water withdrawal",4475,2007,7.636,"","",""
"Australia",10,"Irrigation water withdrawal",4475,2010,6.596,"","",""
"Australia",10,"Irrigation water withdrawal",4475,2013,11.91,"K","",""
"Austria",11,"Irrigation water withdrawal",4475,1980,0.05,"E","[313]",""
"Austria",11,"Irrigation water withdrawal",4475,1985,0.055,"E","[314]",""
"Austria",11,"Irrigation water withdrawal",4475,1992,0.05,"","[315]",""
"Austria",11,"Irrigation water withdrawal",4475,1997,0.0675,"E","[316]",""
"Austria",11,"Irrigation water withdrawal",4475,1999,0.0675,"E","[317,318]",""
"Austria",11,"Irrigation water withdrawal",4475,2010,0.018,"E","",""
"Barbados",14,"Irrigation water withdrawal",4475,1989,0.0548,"L","",""
"Barbados",14,"Irrigation water withdrawal",4475,2005,0.0548,"L","[319]",""
"Benin",53,"Irrigation water withdrawal",4475,2001,0.045,"","",""
"Bolivia (Plurinational State of)",19,"Irrigation water withdrawal",4475,1999,1.777,"L","",""
"Botswana",20,"Irrigation water withdrawal",4475,2000,0.029,"","[320]",""
"Brunei Darussalam",26,"Irrigation water withdrawal",4475,1995,0.0053,"L","",""
"Bulgaria",27,"Irrigation water withdrawal",4475,2002,0.576,"E","[321]",""
"Bulgaria",27,"Irrigation water withdrawal",4475,2006,0.7087,"E","[322]",""
"Bulgaria",27,"Irrigation water withdrawal",4475,2011,0.3155,"","",""
"Burkina Faso",233,"Irrigation water withdrawal",4475,2001,0.4207,"L","",""
"Burundi",29,"Irrigation water withdrawal",4475,2000,0.2,"","[323]",""
"Cabo Verde",35,"Irrigation water withdrawal",4475,2004,0.025,"L","",""
"Cambodia",115,"Irrigation water withdrawal",4475,2006,1.928,"","",""
"Cameroon",32,"Irrigation water withdrawal",4475,2000,0.737,"L","",""
"Canada",33,"Irrigation water withdrawal",4475,1991,3.193,"E","[324]",""
"Canada",33,"Irrigation water withdrawal",4475,1996,3.846,"E","[325]",""
"Canada",33,"Irrigation water withdrawal",4475,2010,4.749,"L","[326]",""
"Central African Republic",37,"Irrigation water withdrawal",4475,1987,4.0E-4,"L","",""
"Central African Republic",37,"Irrigation water withdrawal",4475,2000,4.0E-4,"L","[327]",""
"Central African Republic",37,"Irrigation water withdrawal",4475,2005,4.0E-4,"L","[328]",""
"Chad",39,"Irrigation water withdrawal",4475,2002,0.6722,"L","",""
"Chad",39,"Irrigation water withdrawal",4475,2005,0.6722,"L","[329]",""
"Chile",40,"Irrigation water withdrawal",4475,2006,16.64,"","[330]",""
"Colombia",44,"Irrigation water withdrawal",4475,2010,5.867,"L","",""
"Costa Rica",48,"Irrigation water withdrawal",4475,2013,1.11,"","",""
"Côte d'Ivoire",107,"Irrigation water withdrawal",4475,2005,0.5953,"L","[331]",""
"Côte d'Ivoire",107,"Irrigation water withdrawal",4475,2008,0.5953,"L","",""
"Croatia",98,"Irrigation water withdrawal",4475,2007,0.0032,"E","[332]",""
"Croatia",98,"Irrigation water withdrawal",4475,2010,0.0084,"E","[333]",""
"Cyprus",50,"Irrigation water withdrawal",4475,2002,0.1596,"E","[334]",""
"Cyprus",50,"Irrigation water withdrawal",4475,2007,0.142,"E","[335]",""
"Cyprus",50,"Irrigation water withdrawal",4475,2012,0.17,"E","[336]",""
"Cyprus",50,"Irrigation water withdrawal",4475,2013,0.1666,"E","[337]",""
"Czechia",167,"Irrigation water withdrawal",4475,1985,,,"[338]",
"Czechia",167,"Irrigation water withdrawal",4475,1990,,,"[339]",
"Czechia",167,"Irrigation water withdrawal",4475,1997,0.014,"E","[340]",""
"Czechia",167,"Irrigation water withdrawal",4475,2002,0.0113,"E","",""
"Czechia",167,"Irrigation water withdrawal",4475,2007,0.0088,"E","",""
"Czechia",167,"Irrigation water withdrawal",4475,2012,0.0253,"E","",""
"Czechia",167,"Irrigation water withdrawal",4475,2013,0.0139,"E","",""
"Democratic Republic of the Congo",250,"Irrigation water withdrawal",4475,2000,0.0719,"L","",""
"Democratic Republic of the Congo",250,"Irrigation water withdrawal",4475,2005,0.0719,"L","[341]",""
"Denmark",54,"Irrigation water withdrawal",4475,1970,0.105,"E","",""
"Denmark",54,"Irrigation water withdrawal",4475,1975,0.09,"E","",""
"Denmark",54,"Irrigation water withdrawal",4475,1980,0.09,"E","",""
"Denmark",54,"Irrigation water withdrawal",4475,1985,0.59,"E","",""
"Denmark",54,"Irrigation water withdrawal",4475,1990,0.365,"E","",""
"Denmark",54,"Irrigation water withdrawal",4475,2007,0.085,"E","[342]",""
"Denmark",54,"Irrigation water withdrawal",4475,2012,0.097,"E","",""
"Djibouti",72,"Irrigation water withdrawal",4475,2000,0.0025,"","",""
"Dominican Republic",56,"Irrigation water withdrawal",4475,2000,4.0,"I","",""
"Dominican Republic",56,"Irrigation water withdrawal",4475,2004,3.949,"L","",""
"Dominican Republic",56,"Irrigation water withdrawal",4475,2010,4.879,"","",""
"Ecuador",58,"Irrigation water withdrawal",4475,2000,8.076,"L","",""
"Ecuador",58,"Irrigation water withdrawal",4475,2005,8.076,"L","[343]",""
"El Salvador",60,"Irrigation water withdrawal",4475,2005,1.389,"","",""
"Estonia",63,"Irrigation water withdrawal",4475,2010,1.0E-4,"","",""
"Ethiopia",238,"Irrigation water withdrawal",4475,2016,9.0,"I","",""
"Finland",67,"Irrigation water withdrawal",4475,1990,0.02,"E","",""
"Finland",67,"Irrigation water withdrawal",4475,1995,0.04,"E","",""
"Finland",67,"Irrigation water withdrawal",4475,2002,0.04,"E","",""
"Finland",67,"Irrigation water withdrawal",4475,2005,0.04,"E","",""
"France",68,"Irrigation water withdrawal",4475,1992,4.919,"E","",""
"France",68,"Irrigation water withdrawal",4475,2002,4.291,"E","[344]",""
"France",68,"Irrigation water withdrawal",4475,2007,3.933,"E","[345]",""
"France",68,"Irrigation water withdrawal",4475,2009,3.143,"","",""
"Gabon",74,"Irrigation water withdrawal",4475,2000,0.0403,"L","",""
"Gabon",74,"Irrigation water withdrawal",4475,2005,0.0403,"L","[346]",""
"Gambia",75,"Irrigation water withdrawal",4475,1999,0.0392,"L","",""
"Georgia",73,"Irrigation water withdrawal",4475,2005,0.867,"","",""
"Germany",79,"Irrigation water withdrawal",4475,2002,0.1424,"E","[347]",""
"Germany",79,"Irrigation water withdrawal",4475,2007,0.0944,"E","",""
"Germany",79,"Irrigation water withdrawal",4475,2010,0.1796,"E","",""
"Greece",84,"Irrigation water withdrawal",4475,1970,2.425,"E","[348]",""
"Greece",84,"Irrigation water withdrawal",4475,1975,3.576,"E","",""
"Greece",84,"Irrigation water withdrawal",4475,1985,4.6,"E","[349]",""
"Greece",84,"Irrigation water withdrawal",4475,1992,7.9,"E","[350]",""
"Greece",84,"Irrigation water withdrawal",4475,1997,7.6,"E","[351]",""
"Greece",84,"Irrigation water withdrawal",4475,2002,8.42,"E","[352]",""
"Greece",84,"Irrigation water withdrawal",4475,2007,8.458,"E","[353]",""
"Greece",84,"Irrigation water withdrawal",4475,2011,7.868,"E","[354]",""
"Grenada",86,"Irrigation water withdrawal",4475,1997,0.0022,"L","",""
"Grenada",86,"Irrigation water withdrawal",4475,2014,0.0021,"I","",""
"Guinea",90,"Irrigation water withdrawal",4475,2001,0.2929,"L","",""
"Guyana",91,"Irrigation water withdrawal",4475,2010,1.363,"L","",""
"Haiti",93,"Irrigation water withdrawal",4475,2009,1.209,"L","",""
"Honduras",95,"Irrigation water withdrawal",4475,2003,1.153,"","",""
"Hungary",97,"Irrigation water withdrawal",4475,1970,0.4052,"E","[355]",""
"Hungary",97,"Irrigation water withdrawal",4475,1975,0.5115,"E","[356]",""
"Hungary",97,"Irrigation water withdrawal",4475,1992,0.433,"E","[357]",""
"Hungary",97,"Irrigation water withdrawal",4475,1996,0.1624,"E","[358]",""
"Hungary",97,"Irrigation water withdrawal",4475,2002,0.1737,"E","[359]",""
"Hungary",97,"Irrigation water withdrawal",4475,2006,0.0396,"E","[360]",""
"Hungary",97,"Irrigation water withdrawal",4475,2013,0.2322,"E","",""
"Iceland",99,"Irrigation water withdrawal",4475,2002,0.0,"E","",""
"Iceland",99,"Irrigation water withdrawal",4475,2004,0.0,"E","",""
"Ireland",104,"Irrigation water withdrawal",4475,1998,0.0033,"L","",""
"Italy",106,"Irrigation water withdrawal",4475,2007,12.89,"L","",""
"Jamaica",109,"Irrigation water withdrawal",4475,2007,0.448,"L","",""
"Japan",110,"Irrigation water withdrawal",4475,1995,58.53,"E","",""
"Japan",110,"Irrigation water withdrawal",4475,2002,55.6,"E","",""
"Japan",110,"Irrigation water withdrawal",4475,2007,54.05,"E","",""
"Japan",110,"Irrigation water withdrawal",4475,2009,53.99,"E","",""
"Kenya",114,"Irrigation water withdrawal",4475,2010,1.602,"","",""
"Lao People's Democratic Republic",120,"Irrigation water withdrawal",4475,2005,3.193,"L","",""
"Lesotho",122,"Irrigation water withdrawal",4475,1999,0.0038,"L","",""
"Liberia",123,"Irrigation water withdrawal",4475,2000,0.0123,"L","",""
"Lithuania",126,"Irrigation water withdrawal",4475,2007,0.0019,"E","[361]",""
"Lithuania",126,"Irrigation water withdrawal",4475,2011,9.0E-4,"E","[362]",""
"Luxembourg",256,"Irrigation water withdrawal",4475,1989,2.0E-4,"E","",""
"Luxembourg",256,"Irrigation water withdrawal",4475,1995,2.0E-4,"E","[363]",""
"Luxembourg",256,"Irrigation water withdrawal",4475,2012,2.0E-5,"E","[364]",""
"Luxembourg",256,"Irrigation water withdrawal",4475,2013,0.0,"E","",""
"Madagascar",129,"Irrigation water withdrawal",4475,2000,13.0,"I","",""
"Malawi",130,"Irrigation water withdrawal",4475,2002,1.166,"L","",""
"Malawi",130,"Irrigation water withdrawal",4475,2005,1.166,"L","[365]",""
"Malaysia",131,"Irrigation water withdrawal",4475,1996,2.505,"L","",""
"Malaysia",131,"Irrigation water withdrawal",4475,2000,2.505,"L","[366]",""
"Malaysia",131,"Irrigation water withdrawal",4475,2005,2.505,"L","[367]",""
"Maldives",132,"Irrigation water withdrawal",4475,2008,0.0,"I","[368]",""
"Mali",133,"Irrigation water withdrawal",4475,2006,5.0,"","",""
"Malta",134,"Irrigation water withdrawal",4475,2002,0.0189,"E","[369]",""
"Malta",134,"Irrigation water withdrawal",4475,2007,0.0203,"E","[370]",""
"Malta",134,"Irrigation water withdrawal",4475,2012,0.0241,"E","[371]",""
"Malta",134,"Irrigation water withdrawal",4475,2013,0.029,"E","[372]",""
"Mauritania",136,"Irrigation water withdrawal",4475,2004,1.223,"L","",""
"Mexico",138,"Irrigation water withdrawal",4475,2007,58.78,"E","",""
"Mexico",138,"Irrigation water withdrawal",4475,2008,59.38,"E","",""
"Mongolia",141,"Irrigation water withdrawal",4475,2006,0.094,"","",""
"Mongolia",141,"Irrigation water withdrawal",4475,2009,0.129,"","",""
"Mozambique",144,"Irrigation water withdrawal",4475,2001,0.69,"L","",""
"Mozambique",144,"Irrigation water withdrawal",4475,2015,1.005,"","[373]",""
"Namibia",147,"Irrigation water withdrawal",4475,2002,0.144,"","[374]",""
"Nepal",149,"Irrigation water withdrawal",4475,2000,9.32,"L","[375]",""
"Nepal",149,"Irrigation water withdrawal",4475,2006,9.32,"L","",""
"Netherlands",150,"Irrigation water withdrawal",4475,1996,0.23,"E","[376]",""
"Netherlands",150,"Irrigation water withdrawal",4475,2007,0.0387,"E","[377]",""
"Netherlands",150,"Irrigation water withdrawal",4475,2012,0.023,"E","[378]",""
"New Zealand",156,"Irrigation water withdrawal",4475,1999,1.6,"E","",""
"New Zealand",156,"Irrigation water withdrawal",4475,2006,2.53,"E","[379]",""
"New Zealand",156,"Irrigation water withdrawal",4475,2010,2.8,"E","[380]",""
"Nicaragua",157,"Irrigation water withdrawal",4475,2011,1.11,"","",""
"Niger",158,"Irrigation water withdrawal",4475,2005,0.6565,"L","",""
"Nigeria",159,"Irrigation water withdrawal",4475,2004,7.047,"L","",""
"Nigeria",159,"Irrigation water withdrawal",4475,2010,4.549,"I","",""
"Norway",162,"Irrigation water withdrawal",4475,1996,0.1886,"E","[381]",""
"Norway",162,"Irrigation water withdrawal",4475,2002,0.1131,"E","[382]",""
"Norway",162,"Irrigation water withdrawal",4475,2006,0.1128,"E","[383]",""
"Panama",166,"Irrigation water withdrawal",4475,2010,0.446,"","",""
"Poland",173,"Irrigation water withdrawal",4475,1975,0.8246,"E","[384]",""
"Poland",173,"Irrigation water withdrawal",4475,1980,0.2906,"E","[385]",""
"Poland",173,"Irrigation water withdrawal",4475,1985,0.522,"E","[386]",""
"Poland",173,"Irrigation water withdrawal",4475,1992,0.3,"E","[387]",""
"Poland",173,"Irrigation water withdrawal",4475,1997,0.11,"E","[388]",""
"Poland",173,"Irrigation water withdrawal",4475,2002,0.0876,"E","[389]",""
"Poland",173,"Irrigation water withdrawal",4475,2007,0.0981,"E","[390]",""
"Poland",173,"Irrigation water withdrawal",4475,2012,0.0801,"E","[391]",""
"Portugal",174,"Irrigation water withdrawal",4475,1991,5.1,"E","",""
"Portugal",174,"Irrigation water withdrawal",4475,1998,6.559,"E","",""
"Portugal",174,"Irrigation water withdrawal",4475,2007,6.567,"E","",""
"Portugal",174,"Irrigation water withdrawal",4475,2009,3.767,"E","",""
"Puerto Rico",177,"Irrigation water withdrawal",4475,1990,0.1948,"","",""
"Puerto Rico",177,"Irrigation water withdrawal",4475,2000,0.1306,"","",""
"Puerto Rico",177,"Irrigation water withdrawal",4475,2005,0.0624,"","",""
"Puerto Rico",177,"Irrigation water withdrawal",4475,2010,0.0528,"","",""
"Republic of Korea",117,"Irrigation water withdrawal",4475,1990,14.1,"E","",""
"Republic of Korea",117,"Irrigation water withdrawal",4475,1997,15.29,"E","",""
"Republic of Korea",117,"Irrigation water withdrawal",4475,2002,16.1,"E","[392]",""
"Republic of Korea",117,"Irrigation water withdrawal",4475,2003,14.49,"E","",""
"Romania",183,"Irrigation water withdrawal",4475,2002,0.784,"E","[393]",""
"Romania",183,"Irrigation water withdrawal",4475,2007,0.718,"E","[394]",""
"Romania",183,"Irrigation water withdrawal",4475,2012,0.371,"E","[395]",""
"Romania",183,"Irrigation water withdrawal",4475,2013,0.343,"E","[396]",""
"Saint Kitts and Nevis",188,"Irrigation water withdrawal",4475,1997,2.0E-4,"L","",""
"Saint Vincent and the Grenadines",191,"Irrigation water withdrawal",4475,1990,0.0101,"L","",""
"Serbia",272,"Irrigation water withdrawal",4475,2007,0.0924,"E","[397]",""
"Serbia",272,"Irrigation water withdrawal",4475,2011,0.0661,"","",""
"Serbia",272,"Irrigation water withdrawal",4475,2013,0.0878,"E","[398]",""
"Sierra Leone",197,"Irrigation water withdrawal",4475,1992,0.0457,"L","",""
"Sierra Leone",197,"Irrigation water withdrawal",4475,2000,0.0457,"L","[399]",""
"Sierra Leone",197,"Irrigation water withdrawal",4475,2005,0.0457,"L","[400]",""
"Slovakia",199,"Irrigation water withdrawal",4475,2002,0.0436,"E","[401]",""
"Slovakia",199,"Irrigation water withdrawal",4475,2007,0.014,"E","[402]",""
"Slovakia",199,"Irrigation water withdrawal",4475,2012,0.0211,"E","[403]",""
"Slovakia",199,"Irrigation water withdrawal",4475,2014,0.0137,"E","",""
"Slovenia",198,"Irrigation water withdrawal",4475,1992,0.0037,"E","[404]",""
"Slovenia",198,"Irrigation water withdrawal",4475,1995,0.0048,"E","[405]",""
"Slovenia",198,"Irrigation water withdrawal",4475,2002,0.0066,"E","",""
"Slovenia",198,"Irrigation water withdrawal",4475,2007,0.0046,"E","[406]",""
"Slovenia",198,"Irrigation water withdrawal",4475,2012,0.0023,"E","[407]",""
"Slovenia",198,"Irrigation water withdrawal",4475,2013,0.0036,"E","[408]",""
"South Africa",202,"Irrigation water withdrawal",4475,2013,9.3,"","",""
"Spain",203,"Irrigation water withdrawal",4475,1991,23.7,"E","[409]",""
"Spain",203,"Irrigation water withdrawal",4475,1997,23.09,"E","[410]",""
"Spain",203,"Irrigation water withdrawal",4475,2002,22.93,"E","[411]",""
"Spain",203,"Irrigation water withdrawal",4475,2007,21.2,"E","[412]",""
"Spain",203,"Irrigation water withdrawal",4475,2012,23.37,"E","[413]",""
"Suriname",207,"Irrigation water withdrawal",4475,2006,0.4311,"L","",""
"Swaziland",209,"Irrigation water withdrawal",4475,2000,0.993,"","",""
"Sweden",210,"Irrigation water withdrawal",4475,1970,0.064,"E","[414]",""
"Sweden",210,"Irrigation water withdrawal",4475,1975,0.064,"E","[415]",""
"Sweden",210,"Irrigation water withdrawal",4475,1980,0.064,"E","[416]",""
"Sweden",210,"Irrigation water withdrawal",4475,1992,0.107,"E","",""
"Sweden",210,"Irrigation water withdrawal",4475,1997,0.107,"E","[417]",""
"Sweden",210,"Irrigation water withdrawal",4475,2002,0.094,"E","",""
"Sweden",210,"Irrigation water withdrawal",4475,2007,0.069,"E","[418]",""
"Sweden",210,"Irrigation water withdrawal",4475,2010,0.062,"E","[419]",""
"Switzerland",211,"Irrigation water withdrawal",4475,2012,0.1356,"E","[420]",""
"The former Yugoslav Republic of Macedonia",154,"Irrigation water withdrawal",4475,2002,0.2814,"E","[421]",""
"The former Yugoslav Republic of Macedonia",154,"Irrigation water withdrawal",4475,2007,0.1255,"E","[422]",""
"The former Yugoslav Republic of Macedonia",154,"Irrigation water withdrawal",4475,2009,0.3599,"E","[423]",""
"The former Yugoslav Republic of Macedonia",154,"Irrigation water withdrawal",4475,2013,0.1565,"E","[424]",""
"Togo",217,"Irrigation water withdrawal",4475,2002,0.046,"I","",""
"Turkmenistan",213,"Irrigation water withdrawal",4475,2004,26.25,"","",""
"United Kingdom",229,"Irrigation water withdrawal",4475,2002,0.0906,"E","[425,426]",""
"United Kingdom",229,"Irrigation water withdrawal",4475,2007,0.0587,"E","[427]",""
"United Kingdom",229,"Irrigation water withdrawal",4475,2012,0.049,"E","[428]",""
"United Republic of Tanzania",215,"Irrigation water withdrawal",4475,2002,4.425,"I","",""
"United States of America",231,"Irrigation water withdrawal",4475,1990,188.5,"","",""
"United States of America",231,"Irrigation water withdrawal",4475,2000,189.1,"","[429]",""
"United States of America",231,"Irrigation water withdrawal",4475,2005,176.8,"","[430]",""
"United States of America",231,"Irrigation water withdrawal",4475,2010,159.3,"","[431]",""
"Venezuela (Bolivarian Republic of)",236,"Irrigation water withdrawal",4475,2008,16.71,"L","",""
"Zambia",251,"Irrigation water withdrawal",4475,2002,1.152,"L","",""
"Afghanistan",2,"Irrigation water requirement",4260,2011,10.9,"L","",""
"Albania",3,"Irrigation water requirement",4260,2006,0.322,"L","",""
"Algeria",4,"Irrigation water requirement",4260,2001,2.511,"L","",""
"Angola",7,"Irrigation water requirement",4260,2005,0.04,"L","",""
"Antigua and Barbuda",8,"Irrigation water requirement",4260,1997,3.0E-4,"L","",""
"Argentina",9,"Irrigation water requirement",4260,2008,12.23,"L","",""
"Armenia",1,"Irrigation water requirement",4260,2006,0.624,"L","",""
"Australia",10,"Irrigation water requirement",4260,2010,3.892,"L","",""
"Austria",11,"Irrigation water requirement",4260,2007,0.0599,"L","",""
"Azerbaijan",52,"Irrigation water requirement",4260,2004,3.62,"L","",""
"Bahrain",13,"Irrigation water requirement",4260,2000,0.04,"L","",""
"Bangladesh",16,"Irrigation water requirement",4260,2008,24.56,"L","",""
"Barbados",14,"Irrigation water requirement",4260,1989,0.0137,"L","",""
"Belarus",57,"Irrigation water requirement",4260,2011,0.043,"L","",""
"Belgium",255,"Irrigation water requirement",4260,2007,0.0222,"L","",""
"Benin",53,"Irrigation water requirement",4260,2008,0.0108,"L","",""
"Bhutan",18,"Irrigation water requirement",4260,2007,0.1038,"L","",""
"Bolivia (Plurinational State of)",19,"Irrigation water requirement",4260,1999,0.6884,"L","",""
"Botswana",20,"Irrigation water requirement",4260,2002,0.01,"L","",""
"Brazil",21,"Irrigation water requirement",4260,2006,15.3,"L","",""
"Brunei Darussalam",26,"Irrigation water requirement",4260,1995,0.0027,"L","",""
"Bulgaria",27,"Irrigation water requirement",4260,2007,0.2174,"L","",""
"Burkina Faso",233,"Irrigation water requirement",4260,2001,0.1289,"L","",""
"Burundi",29,"Irrigation water requirement",4260,2000,0.0284,"L","",""
"Cabo Verde",35,"Irrigation water requirement",4260,2004,0.0077,"L","",""
"Cambodia",115,"Irrigation water requirement",4260,2006,0.9186,"L","",""
"Cameroon",32,"Irrigation water requirement",4260,2000,0.201,"L","",""
"Canada",33,"Irrigation water requirement",4260,2010,2.544,"L","",""
"Central African Republic",37,"Irrigation water requirement",4260,1987,1.0E-4,"L","",""
"Chad",39,"Irrigation water requirement",4260,2002,0.206,"L","",""
"China",351,"Irrigation water requirement",4260,2006,256.9,"L","[432]",""
"Colombia",44,"Irrigation water requirement",4260,2011,2.273,"L","",""
"Congo",46,"Irrigation water requirement",4260,1993,0.0011,"L","",""
"Côte d'Ivoire",107,"Irrigation water requirement",4260,2008,0.1432,"L","",""
"Cuba",49,"Irrigation water requirement",4260,2007,0.6854,"L","",""
"Cyprus",50,"Irrigation water requirement",4260,2007,0.0921,"L","",""
"Czechia",167,"Irrigation water requirement",4260,2007,0.0029,"L","",""
"Democratic People's Republic of Korea",116,"Irrigation water requirement",4260,1995,3.016,"L","",""
